Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Trade Show,2644,1,12:00 - 22:00,2025-01-02,2025-01-02,"30-60, Bangalore, Education","80%, Negative"
Festival,3896,4,12:00 - 22:00,2024-11-01,2024-11-04,"30-60, Bangalore, Education","75%, Neutral"
Conference,1624,3,09:00 - 17:00,2024-10-28,2024-10-30,"25-50, Delhi, Business","80%, Negative"
Trade Show,2004,4,14:00 - 20:00,2024-12-05,2024-12-08,"30-60, Bangalore, Education","95%, Positive"
Festival,3160,2,14:00 - 20:00,2024-12-01,2024-12-02,"18-35, Maharashtra, Arts","95%, Positive"
Festival,3955,2,14:00 - 20:00,2024-11-06,2024-11-07,"20-45, Mumbai, Sports","85%, Positive"
Seminar,1107,2,09:00 - 17:00,2025-01-20,2025-01-21,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2785,3,12:00 - 22:00,2024-11-28,2024-11-30,"30-60, Bangalore, Education","75%, Neutral"
Seminar,942,4,09:00 - 17:00,2024-12-22,2024-12-25,"30-60, Bangalore, Education","70%, Negative"
Trade Show,893,2,10:00 - 18:00,2024-12-23,2024-12-24,"18-25, Indore, Tech","70%, Negative"
Conference,577,3,09:00 - 17:00,2024-12-22,2024-12-24,"20-45, Mumbai, Sports","70%, Negative"
Seminar,374,3,09:00 - 17:00,2024-11-30,2024-12-02,"20-45, Mumbai, Sports","80%, Negative"
Conference,418,4,09:00 - 17:00,2024-11-09,2024-11-12,"20-45, Mumbai, Sports","75%, Neutral"
Festival,1003,1,12:00 - 22:00,2024-10-24,2024-10-24,"20-45, Mumbai, Sports","85%, Positive"
Festival,6436,4,09:00 - 17:00,2025-01-25,2025-01-28,"18-25, Indore, Tech","75%, Neutral"
Conference,1084,2,10:00 - 18:00,2024-12-29,2024-12-30,"25-50, Delhi, Business","85%, Positive"
Seminar,85,2,12:00 - 22:00,2025-01-18,2025-01-19,"20-45, Mumbai, Sports","70%, Negative"
Conference,1764,3,10:00 - 18:00,2024-10-18,2024-10-20,"20-45, Mumbai, Sports","95%, Positive"
Festival,2858,3,09:00 - 17:00,2024-10-05,2024-10-07,"20-45, Mumbai, Sports","80%, Negative"
Conference,435,2,09:00 - 17:00,2024-12-12,2024-12-13,"25-50, Delhi, Business","80%, Negative"
Trade Show,1697,3,10:00 - 18:00,2024-11-09,2024-11-11,"25-50, Delhi, Business","80%, Negative"
Trade Show,1928,2,12:00 - 22:00,2024-12-11,2024-12-12,"25-50, Delhi, Business","85%, Positive"
Seminar,176,2,10:00 - 18:00,2025-01-23,2025-01-24,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,189,1,10:00 - 18:00,2024-12-22,2024-12-22,"18-25, Indore, Tech","85%, Positive"
Seminar,867,2,09:00 - 17:00,2024-11-11,2024-11-12,"30-60, Bangalore, Education","80%, Negative"
Festival,5056,4,14:00 - 20:00,2024-11-23,2024-11-26,"30-60, Bangalore, Education","85%, Positive"
Trade Show,3000,4,12:00 - 22:00,2024-10-01,2024-10-04,"20-45, Mumbai, Sports","80%, Negative"
Seminar,867,2,09:00 - 17:00,2025-01-15,2025-01-16,"18-25, Indore, Tech","95%, Positive"
Conference,1024,4,09:00 - 17:00,2025-01-10,2025-01-13,"18-35, Maharashtra, Arts","85%, Positive"
Conference,414,3,09:00 - 17:00,2025-01-06,2025-01-08,"20-45, Mumbai, Sports","80%, Negative"
Festival,2979,1,09:00 - 17:00,2024-12-19,2024-12-19,"25-50, Delhi, Business","95%, Positive"
Seminar,1007,4,09:00 - 17:00,2024-12-01,2024-12-04,"25-50, Delhi, Business","85%, Positive"
Trade Show,2045,3,14:00 - 20:00,2025-01-18,2025-01-20,"20-45, Mumbai, Sports","85%, Positive"
Conference,1536,2,09:00 - 17:00,2024-10-02,2024-10-03,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1181,4,14:00 - 20:00,2024-10-11,2024-10-14,"25-50, Delhi, Business","80%, Negative"
Seminar,329,2,10:00 - 18:00,2024-10-24,2024-10-25,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1489,1,10:00 - 18:00,2024-11-15,2024-11-15,"20-45, Mumbai, Sports","95%, Positive"
Festival,4355,3,09:00 - 17:00,2024-12-05,2024-12-07,"18-25, Indore, Tech","80%, Negative"
Festival,3153,2,14:00 - 20:00,2024-10-26,2024-10-27,"25-50, Delhi, Business","75%, Neutral"
Trade Show,1857,3,10:00 - 18:00,2024-10-04,2024-10-06,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1638,2,14:00 - 20:00,2024-11-25,2024-11-26,"18-25, Indore, Tech","75%, Neutral"
Seminar,74,3,10:00 - 18:00,2024-11-27,2024-11-29,"18-25, Indore, Tech","70%, Negative"
Seminar,688,4,12:00 - 22:00,2024-11-28,2024-12-01,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,440,3,12:00 - 22:00,2025-01-04,2025-01-06,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,217,2,10:00 - 18:00,2024-10-09,2024-10-10,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,774,1,14:00 - 20:00,2024-12-27,2024-12-27,"25-50, Delhi, Business","80%, Negative"
Conference,467,2,10:00 - 18:00,2024-10-29,2024-10-30,"30-60, Bangalore, Education","80%, Negative"
Conference,1980,2,09:00 - 17:00,2024-10-02,2024-10-03,"18-25, Indore, Tech","80%, Negative"
Trade Show,543,3,10:00 - 18:00,2024-11-25,2024-11-27,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,776,2,14:00 - 20:00,2024-12-09,2024-12-10,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,204,3,09:00 - 17:00,2024-12-19,2024-12-21,"30-60, Bangalore, Education","95%, Positive"
Festival,1643,4,10:00 - 18:00,2024-10-26,2024-10-29,"18-35, Maharashtra, Arts","95%, Positive"
Festival,5200,2,10:00 - 18:00,2024-12-11,2024-12-12,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1949,4,09:00 - 17:00,2024-11-14,2024-11-17,"18-25, Indore, Tech","75%, Neutral"
Festival,5438,2,12:00 - 22:00,2025-01-12,2025-01-13,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,228,4,10:00 - 18:00,2024-10-15,2024-10-18,"25-50, Delhi, Business","80%, Negative"
Trade Show,2591,4,10:00 - 18:00,2024-11-23,2024-11-26,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1094,4,10:00 - 18:00,2024-11-27,2024-11-30,"20-45, Mumbai, Sports","75%, Neutral"
Festival,5895,3,10:00 - 18:00,2025-01-17,2025-01-19,"18-25, Indore, Tech","70%, Negative"
Seminar,540,2,10:00 - 18:00,2024-12-29,2024-12-30,"20-45, Mumbai, Sports","95%, Positive"
Conference,1783,2,09:00 - 17:00,2025-01-17,2025-01-18,"18-25, Indore, Tech","75%, Neutral"
Festival,5106,4,14:00 - 20:00,2025-01-10,2025-01-13,"25-50, Delhi, Business","85%, Positive"
Festival,6875,4,09:00 - 17:00,2025-01-18,2025-01-21,"20-45, Mumbai, Sports","95%, Positive"
Festival,1967,1,09:00 - 17:00,2024-11-04,2024-11-04,"30-60, Bangalore, Education","85%, Positive"
Festival,6551,1,10:00 - 18:00,2024-11-27,2024-11-27,"30-60, Bangalore, Education","75%, Neutral"
Conference,955,2,10:00 - 18:00,2024-12-18,2024-12-19,"25-50, Delhi, Business","75%, Neutral"
Seminar,1072,1,10:00 - 18:00,2024-10-19,2024-10-19,"18-25, Indore, Tech","75%, Neutral"
Festival,4975,2,12:00 - 22:00,2025-01-10,2025-01-11,"30-60, Bangalore, Education","75%, Neutral"
Seminar,836,1,12:00 - 22:00,2024-12-29,2024-12-29,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,472,3,12:00 - 22:00,2024-12-22,2024-12-24,"18-35, Maharashtra, Arts","70%, Negative"
Conference,569,2,10:00 - 18:00,2024-11-22,2024-11-23,"30-60, Bangalore, Education","95%, Positive"
Festival,2474,2,09:00 - 17:00,2024-10-19,2024-10-20,"30-60, Bangalore, Education","80%, Negative"
Festival,2968,4,10:00 - 18:00,2025-01-22,2025-01-25,"30-60, Bangalore, Education","80%, Negative"
Seminar,519,4,10:00 - 18:00,2024-11-21,2024-11-24,"18-25, Indore, Tech","85%, Positive"
Seminar,359,1,12:00 - 22:00,2024-10-22,2024-10-22,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2854,2,14:00 - 20:00,2024-11-24,2024-11-25,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1437,4,10:00 - 18:00,2024-12-28,2024-12-31,"30-60, Bangalore, Education","70%, Negative"
Conference,456,4,10:00 - 18:00,2024-10-11,2024-10-14,"18-25, Indore, Tech","70%, Negative"
Festival,2569,2,12:00 - 22:00,2024-10-23,2024-10-24,"30-60, Bangalore, Education","70%, Negative"
Trade Show,1843,3,10:00 - 18:00,2024-10-05,2024-10-07,"18-35, Maharashtra, Arts","95%, Positive"
Conference,875,3,09:00 - 17:00,2024-10-22,2024-10-24,"18-25, Indore, Tech","85%, Positive"
Trade Show,2214,3,12:00 - 22:00,2024-11-20,2024-11-22,"30-60, Bangalore, Education","85%, Positive"
Trade Show,1098,2,12:00 - 22:00,2025-01-26,2025-01-27,"18-25, Indore, Tech","85%, Positive"
Conference,852,3,10:00 - 18:00,2025-01-17,2025-01-19,"18-25, Indore, Tech","80%, Negative"
Trade Show,2962,2,10:00 - 18:00,2024-12-27,2024-12-28,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1307,2,14:00 - 20:00,2024-12-16,2024-12-17,"30-60, Bangalore, Education","70%, Negative"
Festival,2006,2,12:00 - 22:00,2024-11-08,2024-11-09,"25-50, Delhi, Business","85%, Positive"
Festival,4496,2,14:00 - 20:00,2024-11-05,2024-11-06,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2434,2,12:00 - 22:00,2025-01-16,2025-01-17,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1768,2,14:00 - 20:00,2024-12-18,2024-12-19,"20-45, Mumbai, Sports","95%, Positive"
Seminar,859,3,12:00 - 22:00,2024-11-17,2024-11-19,"25-50, Delhi, Business","80%, Negative"
Trade Show,1001,1,14:00 - 20:00,2024-12-10,2024-12-10,"18-35, Maharashtra, Arts","70%, Negative"
Conference,711,2,09:00 - 17:00,2024-12-09,2024-12-10,"20-45, Mumbai, Sports","70%, Negative"
Seminar,68,2,09:00 - 17:00,2024-12-01,2024-12-02,"18-25, Indore, Tech","70%, Negative"
Conference,1056,2,10:00 - 18:00,2025-01-06,2025-01-07,"18-25, Indore, Tech","70%, Negative"
Trade Show,2677,3,12:00 - 22:00,2024-10-07,2024-10-09,"25-50, Delhi, Business","70%, Negative"
Seminar,597,4,09:00 - 17:00,2024-11-21,2024-11-24,"18-25, Indore, Tech","95%, Positive"
Conference,1898,3,09:00 - 17:00,2024-10-23,2024-10-25,"25-50, Delhi, Business","70%, Negative"
Festival,3413,2,10:00 - 18:00,2025-01-20,2025-01-21,"25-50, Delhi, Business","85%, Positive"
Conference,1619,3,10:00 - 18:00,2024-11-06,2024-11-08,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,798,4,09:00 - 17:00,2024-12-17,2024-12-20,"30-60, Bangalore, Education","75%, Neutral"
Festival,1413,1,09:00 - 17:00,2025-01-13,2025-01-13,"20-45, Mumbai, Sports","95%, Positive"
Festival,1209,4,10:00 - 18:00,2024-10-16,2024-10-19,"18-25, Indore, Tech","80%, Negative"
Conference,1020,4,09:00 - 17:00,2024-10-17,2024-10-20,"25-50, Delhi, Business","85%, Positive"
Trade Show,1042,3,14:00 - 20:00,2024-11-29,2024-12-01,"30-60, Bangalore, Education","70%, Negative"
Conference,1738,4,10:00 - 18:00,2024-11-08,2024-11-11,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,986,1,12:00 - 22:00,2024-12-19,2024-12-19,"18-25, Indore, Tech","95%, Positive"
Conference,428,4,09:00 - 17:00,2024-12-22,2024-12-25,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,563,3,14:00 - 20:00,2024-10-17,2024-10-19,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1987,1,10:00 - 18:00,2025-01-26,2025-01-26,"30-60, Bangalore, Education","85%, Positive"
Festival,6358,3,14:00 - 20:00,2024-10-12,2024-10-14,"25-50, Delhi, Business","85%, Positive"
Trade Show,1240,2,14:00 - 20:00,2024-12-02,2024-12-03,"18-35, Maharashtra, Arts","95%, Positive"
Festival,2736,3,10:00 - 18:00,2025-01-10,2025-01-12,"30-60, Bangalore, Education","80%, Negative"
Festival,6985,2,09:00 - 17:00,2024-12-01,2024-12-02,"18-25, Indore, Tech","95%, Positive"
Conference,345,4,09:00 - 17:00,2024-11-10,2024-11-13,"18-25, Indore, Tech","80%, Negative"
Trade Show,2182,3,10:00 - 18:00,2024-12-17,2024-12-19,"25-50, Delhi, Business","95%, Positive"
Conference,660,4,10:00 - 18:00,2024-11-16,2024-11-19,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,1526,3,14:00 - 20:00,2024-12-01,2024-12-03,"18-25, Indore, Tech","80%, Negative"
Conference,1243,4,09:00 - 17:00,2025-01-10,2025-01-13,"25-50, Delhi, Business","75%, Neutral"
Trade Show,2185,4,12:00 - 22:00,2025-01-02,2025-01-05,"30-60, Bangalore, Education","75%, Neutral"
Seminar,1132,1,12:00 - 22:00,2025-01-24,2025-01-24,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1335,4,12:00 - 22:00,2024-11-01,2024-11-04,"20-45, Mumbai, Sports","70%, Negative"
Conference,911,3,09:00 - 17:00,2024-11-03,2024-11-05,"18-25, Indore, Tech","70%, Negative"
Seminar,357,2,12:00 - 22:00,2025-01-21,2025-01-22,"30-60, Bangalore, Education","80%, Negative"
Conference,815,2,09:00 - 17:00,2024-11-08,2024-11-09,"20-45, Mumbai, Sports","85%, Positive"
Conference,1112,3,09:00 - 17:00,2024-10-03,2024-10-05,"25-50, Delhi, Business","95%, Positive"
Seminar,501,2,10:00 - 18:00,2025-01-14,2025-01-15,"20-45, Mumbai, Sports","70%, Negative"
Festival,1442,4,14:00 - 20:00,2024-10-21,2024-10-24,"18-25, Indore, Tech","80%, Negative"
Trade Show,1288,4,12:00 - 22:00,2024-12-27,2024-12-30,"18-25, Indore, Tech","95%, Positive"
Conference,501,2,10:00 - 18:00,2024-12-03,2024-12-04,"20-45, Mumbai, Sports","85%, Positive"
Conference,707,3,09:00 - 17:00,2024-10-31,2024-11-02,"25-50, Delhi, Business","95%, Positive"
Festival,6597,2,10:00 - 18:00,2024-11-24,2024-11-25,"18-25, Indore, Tech","80%, Negative"
Seminar,227,1,10:00 - 18:00,2025-01-26,2025-01-26,"30-60, Bangalore, Education","85%, Positive"
Seminar,498,4,09:00 - 17:00,2025-01-15,2025-01-18,"18-25, Indore, Tech","75%, Neutral"
Conference,1256,4,09:00 - 17:00,2025-01-07,2025-01-10,"18-25, Indore, Tech","80%, Negative"
Seminar,680,1,10:00 - 18:00,2024-11-03,2024-11-03,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,2829,4,10:00 - 18:00,2024-10-17,2024-10-20,"20-45, Mumbai, Sports","70%, Negative"
Conference,707,4,09:00 - 17:00,2024-10-30,2024-11-02,"30-60, Bangalore, Education","70%, Negative"
Seminar,230,1,12:00 - 22:00,2024-10-22,2024-10-22,"20-45, Mumbai, Sports","70%, Negative"
Festival,6634,2,10:00 - 18:00,2024-11-10,2024-11-11,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1358,4,10:00 - 18:00,2024-12-04,2024-12-07,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1721,2,10:00 - 18:00,2024-11-27,2024-11-28,"25-50, Delhi, Business","85%, Positive"
Conference,1693,2,09:00 - 17:00,2024-12-23,2024-12-24,"30-60, Bangalore, Education","70%, Negative"
Conference,1481,3,10:00 - 18:00,2025-01-28,2025-01-30,"18-25, Indore, Tech","70%, Negative"
Conference,1170,3,09:00 - 17:00,2024-10-10,2024-10-12,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,826,4,09:00 - 17:00,2024-11-03,2024-11-06,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1886,3,12:00 - 22:00,2024-12-08,2024-12-10,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1547,2,10:00 - 18:00,2024-11-23,2024-11-24,"18-35, Maharashtra, Arts","95%, Positive"
Festival,1539,4,14:00 - 20:00,2024-12-27,2024-12-30,"18-25, Indore, Tech","75%, Neutral"
Trade Show,2992,3,14:00 - 20:00,2025-01-22,2025-01-24,"20-45, Mumbai, Sports","95%, Positive"
Festival,6382,2,14:00 - 20:00,2025-01-11,2025-01-12,"18-35, Maharashtra, Arts","85%, Positive"
Festival,1819,1,14:00 - 20:00,2024-10-15,2024-10-15,"30-60, Bangalore, Education","70%, Negative"
Conference,645,4,10:00 - 18:00,2024-11-04,2024-11-07,"20-45, Mumbai, Sports","85%, Positive"
Seminar,850,3,12:00 - 22:00,2024-12-06,2024-12-08,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,1126,2,09:00 - 17:00,2024-12-28,2024-12-29,"18-35, Maharashtra, Arts","80%, Negative"
Festival,4913,1,14:00 - 20:00,2024-11-06,2024-11-06,"18-35, Maharashtra, Arts","80%, Negative"
Festival,3792,3,10:00 - 18:00,2024-10-04,2024-10-06,"18-35, Maharashtra, Arts","85%, Positive"
Conference,770,4,09:00 - 17:00,2024-11-20,2024-11-23,"25-50, Delhi, Business","80%, Negative"
Festival,5664,4,10:00 - 18:00,2024-10-10,2024-10-13,"20-45, Mumbai, Sports","80%, Negative"
Festival,1869,4,10:00 - 18:00,2024-11-30,2024-12-03,"20-45, Mumbai, Sports","75%, Neutral"
Festival,2891,1,10:00 - 18:00,2024-12-09,2024-12-09,"20-45, Mumbai, Sports","95%, Positive"
Seminar,895,4,09:00 - 17:00,2025-01-01,2025-01-04,"25-50, Delhi, Business","70%, Negative"
Conference,971,2,09:00 - 17:00,2024-12-02,2024-12-03,"25-50, Delhi, Business","95%, Positive"
Seminar,239,4,12:00 - 22:00,2024-10-16,2024-10-19,"18-25, Indore, Tech","70%, Negative"
Conference,1306,4,09:00 - 17:00,2024-11-15,2024-11-18,"25-50, Delhi, Business","75%, Neutral"
Trade Show,2728,3,14:00 - 20:00,2024-10-12,2024-10-14,"20-45, Mumbai, Sports","85%, Positive"
Conference,361,3,09:00 - 17:00,2025-01-19,2025-01-21,"30-60, Bangalore, Education","75%, Neutral"
Festival,5587,1,10:00 - 18:00,2024-12-12,2024-12-12,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,2804,2,10:00 - 18:00,2025-01-19,2025-01-20,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1821,3,09:00 - 17:00,2025-01-16,2025-01-18,"18-25, Indore, Tech","70%, Negative"
Seminar,809,1,10:00 - 18:00,2024-12-04,2024-12-04,"30-60, Bangalore, Education","75%, Neutral"
Seminar,423,4,10:00 - 18:00,2025-01-17,2025-01-20,"20-45, Mumbai, Sports","85%, Positive"
Conference,983,2,09:00 - 17:00,2025-01-01,2025-01-02,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,470,3,09:00 - 17:00,2024-11-26,2024-11-28,"30-60, Bangalore, Education","70%, Negative"
Festival,4365,3,12:00 - 22:00,2024-12-28,2024-12-30,"25-50, Delhi, Business","80%, Negative"
Seminar,62,1,09:00 - 17:00,2024-10-16,2024-10-16,"18-35, Maharashtra, Arts","70%, Negative"
Festival,2581,2,10:00 - 18:00,2024-10-29,2024-10-30,"30-60, Bangalore, Education","80%, Negative"
Festival,1576,1,09:00 - 17:00,2024-11-16,2024-11-16,"25-50, Delhi, Business","85%, Positive"
Festival,5043,2,10:00 - 18:00,2025-01-10,2025-01-11,"25-50, Delhi, Business","75%, Neutral"
Festival,5042,2,12:00 - 22:00,2024-10-23,2024-10-24,"18-25, Indore, Tech","70%, Negative"
Trade Show,559,3,14:00 - 20:00,2024-10-02,2024-10-04,"30-60, Bangalore, Education","80%, Negative"
Conference,1625,4,09:00 - 17:00,2025-01-20,2025-01-23,"30-60, Bangalore, Education","95%, Positive"
Conference,1222,4,09:00 - 17:00,2024-11-08,2024-11-11,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,2990,4,12:00 - 22:00,2025-01-10,2025-01-13,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,823,4,12:00 - 22:00,2024-12-14,2024-12-17,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,879,1,09:00 - 17:00,2024-10-10,2024-10-10,"25-50, Delhi, Business","80%, Negative"
Conference,1048,3,10:00 - 18:00,2025-01-01,2025-01-03,"20-45, Mumbai, Sports","70%, Negative"
Festival,6501,3,09:00 - 17:00,2025-01-16,2025-01-18,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,535,1,12:00 - 22:00,2024-12-14,2024-12-14,"20-45, Mumbai, Sports","95%, Positive"
Conference,1739,3,10:00 - 18:00,2024-10-09,2024-10-11,"18-25, Indore, Tech","80%, Negative"
Conference,1106,2,09:00 - 17:00,2024-12-07,2024-12-08,"30-60, Bangalore, Education","70%, Negative"
Festival,3265,1,12:00 - 22:00,2025-01-16,2025-01-16,"25-50, Delhi, Business","95%, Positive"
Festival,6801,4,12:00 - 22:00,2024-10-09,2024-10-12,"30-60, Bangalore, Education","70%, Negative"
Festival,3279,2,14:00 - 20:00,2024-11-19,2024-11-20,"18-25, Indore, Tech","75%, Neutral"
Festival,2795,3,12:00 - 22:00,2024-11-06,2024-11-08,"18-25, Indore, Tech","70%, Negative"
Seminar,94,3,10:00 - 18:00,2025-01-23,2025-01-25,"25-50, Delhi, Business","70%, Negative"
Conference,400,2,10:00 - 18:00,2024-10-14,2024-10-15,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,803,1,12:00 - 22:00,2024-11-14,2024-11-14,"18-25, Indore, Tech","80%, Negative"
Conference,373,3,09:00 - 17:00,2024-10-26,2024-10-28,"20-45, Mumbai, Sports","95%, Positive"
Festival,1405,3,09:00 - 17:00,2025-01-07,2025-01-09,"25-50, Delhi, Business","95%, Positive"
Conference,1345,4,10:00 - 18:00,2024-10-05,2024-10-08,"25-50, Delhi, Business","95%, Positive"
Seminar,842,1,12:00 - 22:00,2024-11-07,2024-11-07,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,939,3,12:00 - 22:00,2024-12-06,2024-12-08,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2704,1,12:00 - 22:00,2024-10-15,2024-10-15,"18-25, Indore, Tech","85%, Positive"
Festival,2119,3,10:00 - 18:00,2024-10-17,2024-10-19,"30-60, Bangalore, Education","75%, Neutral"
Conference,500,3,09:00 - 17:00,2024-12-06,2024-12-08,"20-45, Mumbai, Sports","70%, Negative"
Seminar,306,1,12:00 - 22:00,2024-12-29,2024-12-29,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1762,4,10:00 - 18:00,2024-12-01,2024-12-04,"25-50, Delhi, Business","85%, Positive"
Trade Show,1735,4,14:00 - 20:00,2024-11-17,2024-11-20,"25-50, Delhi, Business","75%, Neutral"
Trade Show,2956,4,12:00 - 22:00,2024-10-05,2024-10-08,"30-60, Bangalore, Education","80%, Negative"
Festival,4632,4,12:00 - 22:00,2024-10-28,2024-10-31,"18-25, Indore, Tech","75%, Neutral"
Festival,3242,2,10:00 - 18:00,2024-10-15,2024-10-16,"18-25, Indore, Tech","80%, Negative"
Trade Show,2814,2,14:00 - 20:00,2024-11-01,2024-11-02,"30-60, Bangalore, Education","75%, Neutral"
Festival,2737,2,12:00 - 22:00,2025-01-11,2025-01-12,"20-45, Mumbai, Sports","70%, Negative"
Seminar,678,2,12:00 - 22:00,2024-12-15,2024-12-16,"20-45, Mumbai, Sports","70%, Negative"
Seminar,575,2,09:00 - 17:00,2025-01-27,2025-01-28,"20-45, Mumbai, Sports","70%, Negative"
Conference,465,4,09:00 - 17:00,2024-11-03,2024-11-06,"25-50, Delhi, Business","75%, Neutral"
Festival,5802,2,12:00 - 22:00,2024-10-05,2024-10-06,"25-50, Delhi, Business","85%, Positive"
Seminar,431,1,10:00 - 18:00,2024-11-24,2024-11-24,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,950,1,10:00 - 18:00,2025-01-14,2025-01-14,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2845,4,12:00 - 22:00,2024-11-12,2024-11-15,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1311,4,12:00 - 22:00,2024-10-20,2024-10-23,"20-45, Mumbai, Sports","70%, Negative"
Festival,6081,3,10:00 - 18:00,2024-10-16,2024-10-18,"30-60, Bangalore, Education","75%, Neutral"
Conference,1063,4,10:00 - 18:00,2024-11-06,2024-11-09,"30-60, Bangalore, Education","95%, Positive"
Festival,2611,4,09:00 - 17:00,2024-12-20,2024-12-23,"20-45, Mumbai, Sports","70%, Negative"
Conference,1014,3,09:00 - 17:00,2024-12-26,2024-12-28,"30-60, Bangalore, Education","70%, Negative"
Seminar,744,2,09:00 - 17:00,2024-12-13,2024-12-14,"18-25, Indore, Tech","75%, Neutral"
Trade Show,2225,3,10:00 - 18:00,2025-01-17,2025-01-19,"20-45, Mumbai, Sports","80%, Negative"
Conference,1988,4,09:00 - 17:00,2025-01-03,2025-01-06,"20-45, Mumbai, Sports","70%, Negative"
Seminar,1174,3,09:00 - 17:00,2024-11-05,2024-11-07,"30-60, Bangalore, Education","95%, Positive"
