Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Festival,2311,2,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,3256,4,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,1877,1,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,9162,2,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Seminar,9174,3,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Seminar,5429,4,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Concert,281,1,08:00 - 16:00,"18-35, Maharashtra, Arts","95%, Positive"
Workshop,766,2,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,665,1,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,7187,1,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Seminar,4237,1,12:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Concert,1986,4,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Trade Show,5892,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Festival,698,2,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,3488,3,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Webinar,9249,1,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,1447,1,19:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Concert,1366,4,10:00 - 18:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,9521,2,09:00 - 17:00,"18-25, Indore, Tech","95%, Positive"
Seminar,5165,1,14:00 - 20:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,9506,3,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Webinar,7804,3,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,6306,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,3629,2,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,5187,1,08:00 - 16:00,"18-25, Indore, Tech","95%, Positive"
Concert,6623,1,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,1192,3,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Seminar,3828,3,19:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Webinar,3189,3,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Festival,5927,4,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Trade Show,815,4,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Conference,9879,4,09:00 - 17:00,"18-35, Maharashtra, Arts","70%, Mixed"
Webinar,8899,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,5561,2,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Workshop,2738,4,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Concert,2097,2,10:00 - 18:00,"20-45, Mumbai, Sports","85%, Positive"
Concert,8830,2,19:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,5759,2,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,5039,2,08:00 - 16:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,7491,1,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,7539,4,14:00 - 20:00,"18-25, Indore, Tech","85%, Positive"
Concert,5071,1,14:00 - 20:00,"16-30, Banglore, Music","95%, Positive"
Webinar,7735,3,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,1343,3,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Seminar,3597,3,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Trade Show,9365,2,08:00 - 16:00,"30-50, Delhi, Education","80%, Negative"
Seminar,4532,1,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Seminar,127,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,8710,4,09:00 - 17:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,9858,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,3291,4,12:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Workshop,5658,4,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,6823,2,08:00 - 16:00,"20-45, Mumbai, Sports","80%, Negative"
Conference,4760,3,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,3388,3,14:00 - 20:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,8992,3,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Concert,4650,2,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,5290,1,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Workshop,862,4,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Webinar,3102,4,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Webinar,3961,2,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,1328,3,09:00 - 17:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,7684,3,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,6119,1,12:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Workshop,5913,3,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,8465,1,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,2377,1,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,670,4,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Workshop,6142,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,2038,2,08:00 - 16:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,5565,2,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Concert,9466,2,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,1674,4,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,342,1,10:00 - 18:00,"20-45, Mumbai, Sports","80%, Negative"
Conference,4448,4,10:00 - 18:00,"30-50, Delhi, Education","75%, Neutral"
Conference,7809,1,08:00 - 16:00,"18-25, Indore, Tech","95%, Positive"
Webinar,2240,1,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Festival,1519,2,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Festival,7686,4,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Concert,4465,3,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,3877,4,08:00 - 16:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,7087,4,08:00 - 16:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,4320,2,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,3574,3,09:00 - 17:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,6278,2,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Concert,1447,4,08:00 - 16:00,"18-25, Indore, Tech","70%, Mixed"
Conference,5790,1,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Webinar,6384,1,19:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Concert,9950,1,19:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,2536,2,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,6303,1,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,979,4,10:00 - 18:00,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,9254,1,10:00 - 18:00,"20-45, Mumbai, Sports","85%, Positive"
Seminar,2468,1,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Festival,8538,1,12:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,5805,4,19:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Conference,1812,1,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,5842,2,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Workshop,4873,1,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Workshop,995,3,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,5034,1,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,7951,1,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Webinar,6186,1,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,666,2,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,8662,1,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,4363,2,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Concert,9002,4,19:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Trade Show,8632,3,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,9646,4,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Conference,3631,1,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Seminar,7210,2,10:00 - 18:00,"16-30, Banglore, Music","85%, Positive"
Workshop,5493,2,10:00 - 18:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,3487,2,14:00 - 20:00,"18-35, Maharashtra, Arts","80%, Negative"
Workshop,9456,1,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Conference,3401,4,19:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Festival,997,3,12:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,495,3,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Workshop,7856,3,09:00 - 17:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,9597,2,09:00 - 17:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,5737,2,12:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,4325,4,09:00 - 17:00,"20-45, Mumbai, Sports","90%, Very Positive"
Trade Show,3836,4,14:00 - 20:00,"18-35, Maharashtra, Arts","95%, Positive"
Festival,5557,3,12:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Trade Show,8700,4,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,8070,2,10:00 - 18:00,"25-40, Bhopal, Business","90%, Very Positive"
Trade Show,7918,1,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Seminar,6980,4,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Conference,4835,3,19:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,3591,3,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,6053,1,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,9720,4,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,6408,4,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,7046,2,08:00 - 16:00,"25-40, Bhopal, Business","75%, Neutral"
Webinar,478,1,10:00 - 18:00,"18-25, Indore, Tech","95%, Positive"
Concert,5167,1,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Concert,8585,4,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Workshop,7770,2,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Conference,2751,1,14:00 - 20:00,"18-35, Maharashtra, Arts","80%, Negative"
Conference,2463,1,14:00 - 20:00,"25-40, Bhopal, Business","85%, Positive"
Concert,8936,3,08:00 - 16:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,4794,4,08:00 - 16:00,"25-40, Bhopal, Business","85%, Positive"
Concert,2637,2,12:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Workshop,9227,4,12:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,9074,4,14:00 - 20:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,5050,1,12:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,9675,4,12:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Festival,4944,4,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,3436,3,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Conference,7295,3,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Seminar,8562,2,09:00 - 17:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,352,1,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,7307,3,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Webinar,5261,4,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,3434,3,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Webinar,7943,1,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Conference,9202,3,12:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Conference,9571,3,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,5784,1,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Festival,6943,4,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Webinar,8276,3,14:00 - 20:00,"18-25, Indore, Tech","95%, Positive"
Workshop,8717,3,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Conference,4843,4,12:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Trade Show,2402,1,08:00 - 16:00,"18-25, Indore, Tech","95%, Positive"
Festival,2962,1,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,1114,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1145,3,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,8559,3,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,669,2,12:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Seminar,6313,1,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,3337,2,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,9541,1,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Concert,1664,3,09:00 - 17:00,"25-40, Bhopal, Business","85%, Positive"
Conference,9260,1,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Concert,1968,2,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,5512,2,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,8312,2,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Conference,922,4,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,5848,4,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,6279,1,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Seminar,6133,4,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Workshop,306,4,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,2336,4,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Seminar,8795,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,6778,2,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,4836,2,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,5297,3,14:00 - 20:00,"30-50, Delhi, Education","85%, Positive"
Seminar,2159,2,19:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,9474,2,10:00 - 18:00,"30-50, Delhi, Education","75%, Neutral"
Festival,8232,2,14:00 - 20:00,"18-25, Indore, Tech","95%, Positive"
Festival,5049,2,09:00 - 17:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,8584,3,10:00 - 18:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,5634,3,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Festival,1081,2,09:00 - 17:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,4030,3,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Festival,8653,3,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,1347,2,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Festival,7955,3,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Conference,1045,1,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Concert,5319,3,08:00 - 16:00,"25-40, Bhopal, Business","95%, Positive"
Workshop,3377,2,14:00 - 20:00,"30-50, Delhi, Education","80%, Negative"
Conference,2569,1,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,313,3,08:00 - 16:00,"30-50, Delhi, Education","75%, Neutral"
Festival,6806,3,10:00 - 18:00,"18-25, Indore, Tech","95%, Positive"
Webinar,2947,3,19:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Festival,5095,1,19:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Festival,2333,4,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,9212,3,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,1214,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Trade Show,9931,4,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Workshop,8796,3,08:00 - 16:00,"20-45, Mumbai, Sports","80%, Negative"
Concert,7685,1,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,4545,3,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Conference,813,2,08:00 - 16:00,"18-25, Indore, Tech","70%, Mixed"
Trade Show,1297,4,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Conference,417,3,09:00 - 17:00,"18-25, Indore, Tech","85%, Positive"
Concert,4889,1,14:00 - 20:00,"16-30, Banglore, Music","90%, Very Positive"
Webinar,740,3,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,7674,4,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,4980,4,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,7073,4,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Webinar,235,2,14:00 - 20:00,"30-50, Delhi, Education","70%, Mixed"
Concert,8150,3,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Festival,6029,1,08:00 - 16:00,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6330,4,14:00 - 20:00,"25-40, Bhopal, Business","90%, Very Positive"
Trade Show,4144,4,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,786,2,09:00 - 17:00,"18-25, Indore, Tech","95%, Positive"
Webinar,316,1,14:00 - 20:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,5862,2,09:00 - 17:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,8193,2,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Conference,2946,2,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,5821,3,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,8018,1,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Concert,7167,4,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Workshop,9416,1,09:00 - 17:00,"25-40, Bhopal, Business","95%, Positive"
Festival,6897,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Festival,3137,4,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Webinar,9046,4,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Trade Show,137,4,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,217,3,19:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,4254,1,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,7950,4,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Workshop,3111,4,12:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,470,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,3432,4,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,312,1,19:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,8525,3,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Concert,7400,4,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Concert,9479,2,10:00 - 18:00,"16-30, Banglore, Music","95%, Positive"
Concert,8781,2,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,2558,2,12:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,304,3,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,3051,1,12:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Festival,4750,3,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,6712,1,10:00 - 18:00,"30-50, Delhi, Education","85%, Positive"
Trade Show,5925,1,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Seminar,1718,3,19:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,4058,3,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,9570,1,12:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2084,3,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Webinar,9800,1,10:00 - 18:00,"16-30, Banglore, Music","90%, Very Positive"
Conference,8994,4,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,5055,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Conference,3583,2,19:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,6030,4,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Conference,7637,3,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,7391,1,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Seminar,5799,4,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,5686,4,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Seminar,6175,1,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,6752,4,09:00 - 17:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,1950,4,12:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,5577,4,08:00 - 16:00,"20-45, Mumbai, Sports","70%, Mixed"
Workshop,6708,2,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,7045,4,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,8439,4,08:00 - 16:00,"20-45, Mumbai, Sports","70%, Mixed"
Conference,520,4,09:00 - 17:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Seminar,2499,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,7125,4,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Webinar,2040,2,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Conference,8128,2,10:00 - 18:00,"16-30, Banglore, Music","95%, Positive"
Workshop,9575,3,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,1162,4,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,8567,1,09:00 - 17:00,"20-45, Mumbai, Sports","80%, Negative"
Conference,5625,3,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Concert,6477,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Concert,9534,1,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Conference,3886,2,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,9380,3,10:00 - 18:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,8513,4,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Concert,7751,1,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Conference,9910,1,14:00 - 20:00,"20-45, Mumbai, Sports","90%, Very Positive"
Festival,134,2,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,1246,2,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Concert,1344,1,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Concert,8316,1,10:00 - 18:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,6866,2,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,3073,3,10:00 - 18:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,5218,3,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,9420,4,12:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Festival,227,1,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Conference,9085,1,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Conference,6155,4,12:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Concert,932,3,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
